Symbol,Name,Sector,Industry,Exchange,,,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,NASDAQ
BBDO,Banco Bradesco Sa,Finance,Major Banks,NYSE,,,,,,,
BCH,Banco De Chile,Finance,Commercial Banks,NYSE,,,,,,,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,Commercial Banks,NYSE,,,,,,,
BSMX,"Banco Santander (Mexico), S.A., Institucion de Ban",Finance,Commercial Banks,NYSE,,,,,,,
BSBR,Banco Santander Brasil SA,Finance,Commercial Banks,NYSE,,,,,,,
BSAC,Banco Santander Chile,Finance,Commercial Banks,NYSE,,,,,,,
SAN,"Banco Santander, S.A.",Finance,Commercial Banks,NYSE,,,,,,,
SAN^B,"Banco Santander, S.A.",n/a,n/a,NYSE,,,,,,,
CIB,BanColombia S.A.,Finance,Commercial Banks,NYSE,,,,,,,
BXS,BancorpSouth Bank,Finance,Major Banks,NYSE,,,,,,,
BAC,Bank of America Corporation,Finance,Major Banks,NYSE,,,,,,,
BAC.WS.A,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC.WS.B,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^A,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^B,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^C,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^E,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^K,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^L,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BAC^W,Bank of America Corporation,Finance,Major Banks,NYSE,,,,,,,
BAC^Y,Bank of America Corporation,Finance,Major Banks,NYSE,,,,,,,
BML^G,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BML^H,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BML^J,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BML^L,Bank of America Corporation,n/a,n/a,NYSE,,,,,,,
BOH,Bank of Hawaii Corporation,Finance,Major Banks,NYSE,,,,,,,
BMO,Bank Of Montreal,Finance,Commercial Banks,NYSE,,,,,,,
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,Commercial Banks,NYSE,,,,,,,
BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks,NYSE,,,,,,,
BK^C,Bank Of New York Mellon Corporation (The),n/a,n/a,NYSE,,,,,,,
BNS,Bank of Nova Scotia (The),Finance,Major Banks,NYSE,,,,,,,
BKU,"BankUnited, Inc.",Finance,Savings Institutions,NYSE,,,,,,,
BCS,Barclays PLC,Finance,Commercial Banks,NYSE,,,,,,,
BCS^D,Barclays PLC,n/a,n/a,NYSE,,,,,,,
BBDC,"Barings BDC, Inc.",n/a,n/a,NYSE,,,,,,,
MCI,Barings Corporate Investors,n/a,n/a,NYSE,,,,,,,
MPV,Barings Participation Investors,Consumer Services,Miscellaneous,NYSE,,,,,,,
BNED,"Barnes & Noble Education, Inc",Consumer Services,Other Specialty Stores,NYSE,,,,,,,
BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores,NYSE,,,,,,,
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications,NYSE,,,,,,,
ABX,Barrick Gold Corporation,Basic Industries,Precious Metals,NYSE,,,,,,,
BAS,"Basic Energy Services, Inc.",Energy,Oilfield Services/Equipment,NYSE,,,,,,,
BHC,Bausch Health Companies Inc.,Health Care,Major Pharmaceuticals,NYSE,,,,,,,
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
BTE,Baytex Energy Corp,Energy,Oil & Gas Production,NYSE,,,,,,,
BBT,BB&T Corporation,Finance,Major Banks,NYSE,,,,,,,
BBT^D,BB&T Corporation,n/a,n/a,NYSE,,,,,,,
BBT^E,BB&T Corporation,n/a,n/a,NYSE,,,,,,,
BBT^F,BB&T Corporation,n/a,n/a,NYSE,,,,,,,
BBT^G,BB&T Corporation,n/a,n/a,NYSE,,,,,,,
BBT^H,BB&T Corporation,n/a,n/a,NYSE,,,,,,,
BFR,BBVA Banco Frances S.A.,Finance,Commercial Banks,NYSE,,,,,,,
BBX,BBX Capital Corporation,Finance,Real Estate,NYSE,,,,,,,
BCE,"BCE, Inc.",Public Utilities,Telecommunications Equipment,NYSE,,,,,,,
BZH,"Beazer Homes USA, Inc.",Capital Goods,Homebuilding,NYSE,,,,,,,
BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,NYSE,,,,,,,
BDXA,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,NYSE,,,,,,,
BDC,Belden Inc,Basic Industries,Telecommunications Equipment,NYSE,,,,,,,
BDC^B,Belden Inc,n/a,n/a,NYSE,,,,,,,
BXE,Bellatrix Exploration Ltd,Energy,Oil & Gas Production,NYSE,,,,,,,
BEL,Belmond Ltd.,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
BMS,"Bemis Company, Inc.",Consumer Durables,Containers/Packaging,NYSE,,,,,,,
BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products,NYSE,,,,,,,
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,NYSE,,,,,,,
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,NYSE,,,,,,,
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,Banks,NYSE,,,,,,,
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products,NYSE,,,,,,,
BBY,"Best Buy Co., Inc.",Consumer Services,Consumer Electronics/Video Chains,NYSE,,,,,,,
BSTI,BEST Inc.,Transportation,Trucking Freight/Courier Services,NYSE,,,,,,,
BHP,BHP Billiton Limited,Basic Industries,Precious Metals,NYSE,,,,,,,
BBL,BHP Billiton plc,Energy,Coal Mining,NYSE,,,,,,,
BIG,"Big Lots, Inc.",Consumer Services,Department/Specialty Retail Stores,NYSE,,,,,,,
BH,Biglari Holdings Inc.,Consumer Services,Restaurants,NYSE,,,,,,,
BH.A,Biglari Holdings Inc.,n/a,n/a,NYSE,,,,,,,
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,Major Pharmaceuticals,NYSE,,,,,,,
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE,,,,,,,
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,NYSE,,,,,,,
BITA,Bitauto Holdings Limited,Technology,EDP Services,NYSE,,,,,,,
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores,NYSE,,,,,,,
BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
BKHU,Black Hills Corporation,Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
BKI,"Black Knight, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
BSM,"Black Stone Minerals, L.P.",Energy,Oil & Gas Production,NYSE,,,,,,,
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
BGIO,BlackRock 2022 Global Income Opportunity Trust,n/a,n/a,NYSE,,,,,,,
BJZ,Blackrock California Municipal 2018 Term Trust,n/a,n/a,NYSE,,,,,,,
BFZ,BlackRock California Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
CII,Blackrock Capital and Income Strategies Fund Inc,n/a,n/a,NYSE,,,,,,,
BHK,Blackrock Core Bond Trust,n/a,n/a,NYSE,,,,,,,
HYT,"Blackrock Corporate High Yield Fund, Inc.",n/a,n/a,NYSE,,,,,,,
BTZ,BlackRock Credit Allocation Income Trust,n/a,n/a,NYSE,,,,,,,
DSU,"Blackrock Debt Strategies Fund, Inc.",n/a,n/a,NYSE,,,,,,,
BGR,BlackRock Energy and Resources Trust,n/a,n/a,NYSE,,,,,,,
BDJ,Blackrock Enhanced Equity Dividend Trust,n/a,n/a,NYSE,,,,,,,
EGF,"Blackrock Enhanced Government Fund, Inc",n/a,n/a,NYSE,,,,,,,
FRA,Blackrock Floating Rate Income Strategies Fund Inc,n/a,n/a,NYSE,,,,,,,
BFO,Blackrock Florida Municipal 2020 Term Trust,n/a,n/a,NYSE,,,,,,,
BGT,Blackrock Global,n/a,n/a,NYSE,,,,,,,
BOE,Blackrock Global,n/a,n/a,NYSE,,,,,,,
BME,Blackrock Health Sciences Trust,n/a,n/a,NYSE,,,,,,,
BAF,BlackRock Income Investment Quality Trust,n/a,n/a,NYSE,,,,,,,
BKT,BlackRock Income Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
BGY,"BLACKROCK INTERNATIONAL, LTD.",n/a,n/a,NYSE,,,,,,,
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
BTA,BlackRock Long-Term Municipal Advantage Trust,n/a,n/a,NYSE,,,,,,,
BZM,BlackRock Maryland Municipal Bond Trust,n/a,n/a,NYSE,,,,,,,
MHE,BlackRock Massachusetts Tax-Exempt Trust,n/a,n/a,NYSE,,,,,,,
BIT,BlackRock Multi-Sector Income Trust,n/a,n/a,NYSE,,,,,,,
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,n/a,NYSE,,,,,,,
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,n/a,NYSE,,,,,,,
MUA,"Blackrock MuniAssets Fund, Inc.",n/a,n/a,NYSE,,,,,,,
BPK,Blackrock Municipal 2018 Term Trust,n/a,n/a,NYSE,,,,,,,
BKK,Blackrock Municipal 2020 Term Trust,n/a,n/a,NYSE,,,,,,,
BBK,Blackrock Municipal Bond Trust,n/a,n/a,NYSE,,,,,,,
BBF,BlackRock Municipal Income Investment Trust,n/a,n/a,NYSE,,,,,,,
BYM,Blackrock Municipal Income Quality Trust,n/a,n/a,NYSE,,,,,,,
BFK,BlackRock Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
BLE,BlackRock Municipal Income Trust II,n/a,n/a,NYSE,,,,,,,
BTT,BlackRock Municipal Target Term Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
MEN,"Blackrock MuniEnhanced Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",n/a,n/a,NYSE,,,,,,,
MUH,"Blackrock MuniHoldings Fund II, Inc.",n/a,n/a,NYSE,,,,,,,
MHD,"Blackrock MuniHoldings Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MFL,Blackrock MuniHoldings Investment Quality Fund,n/a,n/a,NYSE,,,,,,,
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",n/a,n/a,NYSE,,,,,,,
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MVT,"Blackrock MuniVest Fund II, Inc.",n/a,n/a,NYSE,,,,,,,
MYC,"Blackrock MuniYield California Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MCA,"Blackrock MuniYield California Insured Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MYD,"Blackrock MuniYield Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MYF,Blackrock MuniYield Investment Fund,n/a,n/a,NYSE,,,,,,,
MFT,Blackrock MuniYield Investment QualityFund,n/a,n/a,NYSE,,,,,,,
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,n/a,NYSE,,,,,,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a,NYSE,,,,,,,
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,n/a,NYSE,,,,,,,
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,n/a,NYSE,,,,,,,
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,n/a,NYSE,,,,,,,
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,n/a,NYSE,,,,,,,
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,n/a,NYSE,,,,,,,
BQH,Blackrock New York Municipal Bond Trust,n/a,n/a,NYSE,,,,,,,
BSE,Blackrock New York Municipal Income Quality Trust,n/a,n/a,NYSE,,,,,,,
BFY,BlackRock New York Municipal Income Trust II,n/a,n/a,NYSE,,,,,,,
BCX,BlackRock Resources,n/a,n/a,NYSE,,,,,,,
BST,BlackRock Science and Technology Trust,n/a,n/a,NYSE,,,,,,,
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
BUI,"BlackRock Utility, Infrastructure & Power Opportun",n/a,n/a,NYSE,,,,,,,
BHV,BlackRock Virginia Municipal Bond Trust,n/a,n/a,NYSE,,,,,,,
BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
BGB,Blackstone / GSO Strategic Credit Fund,n/a,n/a,NYSE,,,,,,,
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,NYSE,,,,,,,
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,n/a,NYSE,,,,,,,
BE,Bloom Energy Corporation,Energy,Industrial Machinery/Components,NYSE,,,,,,,
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution,NYSE,,,,,,,
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers,NYSE,,,,,,,
BXG,Bluegreen Vacations Corporation,Finance,Real Estate,NYSE,,,,,,,
BXC,BlueLinx Holdings Inc.,Capital Goods,Wholesale Distributors,NYSE,,,,,,,
BA,Boeing Company (The),Capital Goods,Aerospace,NYSE,,,,,,,
BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials,NYSE,,,,,,,
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production,NYSE,,,,,,,
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,NYSE,,,,,,,
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE,,,,,,,
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution),NYSE,,,,,,,
BXP,"Boston Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
BXP^B,"Boston Properties, Inc.",n/a,n/a,NYSE,,,,,,,
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
BPMP,BP Midstream Partners LP,Energy,Natural Gas Distribution,NYSE,,,,,,,
BP,BP p.l.c.,Energy,Integrated oil Companies,NYSE,,,,,,,
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,NYSE,,,,,,,
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,NYSE,,,,,,,
BHR,Braemar Hotels & Resorts Inc.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
BHR^B,Braemar Hotels & Resorts Inc.,n/a,n/a,NYSE,,,,,,,
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,n/a,n/a,NYSE,,,,,,,
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,,,,,,,
BAK,Braskem S.A.,Basic Industries,Major Chemicals,NYSE,,,,,,,
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,NYSE,,,,,,,
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services,NYSE,,,,,,,
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,NYSE,,,,,,,
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,NYSE,,,,,,,
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,Other Consumer Services,NYSE,,,,,,,
BSA,BrightSphere Investment Group plc,Finance,Investment Managers,NYSE,,,,,,,
BSIG,BrightSphere Investment Group plc,Finance,Investment Managers,NYSE,,,,,,,
BV,"BrightView Holdings, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NYSE,,,,,,,
EAT,"Brinker International, Inc.",Consumer Services,Restaurants,NYSE,,,,,,,
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing,NYSE,,,,,,,
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,NYSE,,,,,,,
BRS,Bristow Group Inc,Transportation,Transportation Services,NYSE,,,,,,,
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,,,,,,,
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,NYSE,,,,,,,
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,NYSE,,,,,,,
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators,NYSE,,,,,,,
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction,NYSE,,,,,,,
DTLA^,Brookfield DTLA Inc.,n/a,n/a,NYSE,,,,,,,
INF,Brookfield Global Listed Infrastructure Income Fund,n/a,n/a,NYSE,,,,,,,
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,NYSE,,,,,,,
RA,Brookfield Real Assets Income Fund Inc.,n/a,n/a,NYSE,,,,,,,
BEP,Brookfield Renewable Partners L.P.,Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers,NYSE,,,,,,,
BF.A,Brown Forman Corporation,n/a,n/a,NYSE,,,,,,,
BF.B,Brown Forman Corporation,n/a,n/a,NYSE,,,,,,,
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
BC,Brunswick Corporation,Energy,Industrial Machinery/Components,NYSE,,,,,,,
BT,BT Group plc,Public Utilities,Telecommunications Equipment,NYSE,,,,,,,
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution,NYSE,,,,,,,
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
BVN,Buenaventura Mining Company Inc.,Basic Industries,Precious Metals,NYSE,,,,,,,
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys,NYSE,,,,,,,
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods,NYSE,,,,,,,
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NYSE,,,,,,,
BWXT,"BWX Technologies, Inc.",Energy,Industrial Machinery/Components,NYSE,,,,,,,
BY,"Byline Bancorp, Inc.",Finance,Major Banks,NYSE,,,,,,,
CJ,"C&J Energy Services, Inc",Energy,Oilfield Services/Equipment,NYSE,,,,,,,
GYB,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,NYSE,,,,,,,
PFH,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,NYSE,,,,,,,
CABO,"Cable One, Inc.",Consumer Services,Television Services,NYSE,,,,,,,
CBT,Cabot Corporation,Basic Industries,Major Chemicals,NYSE,,,,,,,
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production,NYSE,,,,,,,
CACI,"CACI International, Inc.",Technology,EDP Services,NYSE,,,,,,,
WHD,"Cactus, Inc.",Energy,Metal Fabrications,NYSE,,,,,,,
CADE,Cadence Bancorporation,Finance,Major Banks,NYSE,,,,,,,
CAE,CAE Inc,Miscellaneous,Industrial Machinery/Components,NYSE,,,,,,,
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services,NYSE,,,,,,,
CAI^A,"CAI International, Inc.",n/a,n/a,NYSE,,,,,,,
CAI^B,"CAI International, Inc.",n/a,n/a,NYSE,,,,,,,
CAL,"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing,NYSE,,,,,,,
CRC,California Resources Corporation,Energy,Oil & Gas Production,NYSE,,,,,,,
CWT,California Water  Service Group Holding,Public Utilities,Water Supply,NYSE,,,,,,,
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment,NYSE,,,,,,,
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,NYSE,,,,,,,
CPE,Callon Petroleum Company,Energy,Oil & Gas Production,NYSE,,,,,,,
CPE^A,Callon Petroleum Company,Energy,Oil & Gas Production,NYSE,,,,,,,
CBM,Cambrex Corporation,Health Care,Major Pharmaceuticals,NYSE,,,,,,,
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CCJ,Cameco Corporation,Basic Industries,Precious Metals,NYSE,,,,,,,
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,NYSE,,,,,,,
CWH,"Camping World Holdings, Inc.",Consumer Durables,Automotive Aftermarket,NYSE,,,,,,,
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,Apparel,NYSE,,,,,,,
CM,Canadian Imperial Bank of Commerce,Finance,Commercial Banks,NYSE,,,,,,,
CNI,Canadian National Railway Company,Transportation,Railroads,NYSE,,,,,,,
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production,NYSE,,,,,,,
CP,Canadian Pacific Railway Limited,Transportation,Railroads,NYSE,,,,,,,
CANG,Cango Inc.,n/a,n/a,NYSE,,,,,,,
CNNE,"Cannae Holdings, Inc.",Consumer Services,Restaurants,NYSE,,,,,,,
CAJ,"Canon, Inc.",Miscellaneous,Industrial Machinery/Components,NYSE,,,,,,,
CGC,Canopy Growth Corporation,Consumer Durables,Specialty Chemicals,NYSE,,,,,,,
CMD,Cantel Medical Corp.,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
COF,Capital One Financial Corporation,Finance,Major Banks,NYSE,,,,,,,
COF.WS,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
COF^C,Capital One Financial Corporation,Finance,Major Banks,NYSE,,,,,,,
COF^D,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
COF^F,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
COF^G,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
COF^H,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
COF^P,Capital One Financial Corporation,n/a,n/a,NYSE,,,,,,,
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management,NYSE,,,,,,,
BXMT,"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CIC,Capitol Investment Corp. IV,Finance,Business Services,NYSE,,,,,,,
CIC.U,Capitol Investment Corp. IV,n/a,n/a,NYSE,,,,,,,
CIC.WS,Capitol Investment Corp. IV,n/a,n/a,NYSE,,,,,,,
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CMO^E,Capstead Mortgage Corporation,n/a,n/a,NYSE,,,,,,,
CRR,"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,,,,,,,
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals,NYSE,,,,,,,
CRCM,"Care.com, Inc.",Consumer Services,Other Consumer Services,NYSE,,,,,,,
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals,NYSE,,,,,,,
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket,NYSE,,,,,,,
CCL,Carnival Corporation,Consumer Services,Marine Transportation,NYSE,,,,,,,
CUK,Carnival Corporation,Consumer Services,Marine Transportation,NYSE,,,,,,,
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore,NYSE,,,,,,,
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services,NYSE,,,,,,,
CARS,Cars.com Inc.,Technology,EDP Services,NYSE,,,,,,,
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel,NYSE,,,,,,,
CVNA,Carvana Co.,Consumer Durables,Automotive Aftermarket,NYSE,,,,,,,
CSLT,"Castlight Health, inc.",Technology,EDP Services,NYSE,,,,,,,
CTLT,"Catalent, Inc.",Health Care,Major Pharmaceuticals,NYSE,,,,,,,
CTT           ,"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CAT,"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,NYSE,,,,,,,
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
CBZ,"CBIZ, Inc.",Miscellaneous,Business Services,NYSE,,,,,,,
CBL,"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CBL^D,"CBL & Associates Properties, Inc.",n/a,n/a,NYSE,,,,,,,
CBL^E,"CBL & Associates Properties, Inc.",n/a,n/a,NYSE,,,,,,,
CBO,CBO (Listing Market - NYSE - Networks A/E),n/a,n/a,NYSE,,,,,,,
IGR,CBRE Clarion Global Real Estate Income Fund,n/a,n/a,NYSE,,,,,,,
CBRE,"CBRE Group, Inc.",Finance,Real Estate,NYSE,,,,,,,
CBS,CBS Corporation,Consumer Services,Broadcasting,NYSE,,,,,,,
CBS.A,CBS Corporation,n/a,n/a,NYSE,,,,,,,
CBX,CBX (Listing Market NYSE Networks AE,n/a,n/a,NYSE,,,,,,,
FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE,,,,,,,
CDR,"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
CDR^B,"Cedar Realty Trust, Inc.",n/a,n/a,NYSE,,,,,,,
CDR^C,"Cedar Realty Trust, Inc.",n/a,n/a,NYSE,,,,,,,
CE,Celanese Corporation,Basic Industries,Major Chemicals,NYSE,,,,,,,
CLS,"Celestica, Inc.",Technology,Electrical Products,NYSE,,,,,,,
CEL,"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment,NYSE,,,,,,,
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials,NYSE,,,,,,,
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,NYSE,,,,,,,
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,NYSE,,,,,,,
CNC,Centene Corporation,Health Care,Medical Specialities,NYSE,,,,,,,
CEN,Center Coast Brookfield MLP & Energy Infrastructur,n/a,n/a,NYSE,,,,,,,
CNP,"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,NYSE,,,,,,,
